article_id,year,clean_text
137,1986,late charl mccabe wrote exquisit liter unswervingli opinion column san francisco chronicl pass along anecdot concern drysdal pitcher dodger tv sportscast yarn connect mccabe extens often irish view life live stori went dodger lost game would clinch nation leagu pennant veuv
138,1986,today aloha bowl colleg footbal game come field goal kick might depend distanc involv team regular kicker kick insid yard line other tri longer attempt freshman gari coston replac current redskin kicker max zendeja hit field goal attempt led pac score point longest
139,1986,suprem court rule wednesday uphold state defunct master teacher program effect hand teacher legal defeat issu alreadi polit field major led justic raymond ehrlich reject argument educ associ unit affili unit teacher dade controversi incent program violat teacher collect bargain right plan gener conced
140,1986,pat robertson made uneasi rendezv republican parti told gop recept coincid ronald reagan elect follow half million christian pray pleas heal land speaker imput divin origin partisan polit win unusu fare tradit republican attend fund raiser distinct minor major recept parti ralli follow
141,1986,archibald cox chairman common caus public lobbi group spoke baton roug last week growth campaign spend current congression elect campaign favor particularli growth contribut polit action committ pac cox common caus forefront effort congress limit pac contribut polit candid jeremi gaunt edit newslett campaign practic report
142,1986,secretari state ralph munro counterpart elect offic suggest like suffer critic special interest probabl winner citizen idea four state region presidenti primari elect secretari state agre idea recent meet seattl secretari pledg tri gain support legislatur munro chanc discuss
143,1986,state univers homecom parad led downtown saturday brig gen alonzo short jr year marshal short deputi command gener armi inform system engin command deputi program manag inform system fort belvoir state graduat unit includ seven band expect particip parad begin llh shorter version citi edit page
144,1986,servic held tomorrow winona lynel noni bland teacher die aug germani natur caus live rhein main air forc base germani origin philadelphia former winona harri graduat dobbin vocat technic high school throughout life contribut much time church civic organiz activ serv summer youth leader
145,1986,fictiti mr arbuthnot humorist frank sullivan clich expert mr arbuthnot would known favorit express super bowl televis announc exampl happen super bowl game announc anyth happen kind footbal team play hard nose footbal play keep one marbl tomorrow patriot treat
146,1986,sweetwat high girl volleybal team last night play mira costa rank nation first round state tournament expect happen happen mira costa sweetwat mira costa sweetwat mira costa sweetwat first third game took minut second last eight thought awesom said sweetwat coach rick kessler good thought
147,1986,nichola vi patriarch greek orthodox church africa die moscow hospit thursday suffer stroke heart attack tass report offici soviet news agenc said nichola vi alexandria egypt visit moscow guest russian orthodox church report say stricken patriarch admit botkin hospit moscow foreign often treat suffer heart attack
148,1986,orlean vietnames doctor separ husband sinc communist takeov vietnam final rejoin time next anniversari dr nguyen thi son phat arriv saturday night orlean end point tran global voyag left countri help take year old siames twin japan medic treatment june husband tam duong run orlean french quarter cafeteria met japan
149,1986,hors penn nation race cours track yesterday afternoon mile away appear televis simulcast arrang bring afternoon race penn nation five day week tuesday saturday equin action first day simulcast exchang penn nation philadelphia park bensalem race fan turn long distanc
